method,contrast_id,effect_type,program,k,estimate,se_hksj,ci_low,ci_high,p,tau2,i2,q,q_p,prediction_low,prediction_high,max_weight_fraction,direction_concordance,n_study_fdr_le_005,all_study_effects_same_sign,datasets,study_effects,study_fdr,meta_fdr
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_APOPTOSIS,3,-0.15916821438243856,0.37911260867534263,-1.7903581149818413,1.4720216862169639,0.71540201823179084,0.22803220845247685,58.101705678616042,4.7734640094387917,0.091929619078453276,-7.9063964092300685,7.588059980465192,0.39700306185276935,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:0.688937398022;GSE234774:-0.6973403452;GSE304399:-0.238332658022,GSE162610:0.660506715788;GSE234774:0.182256530603;GSE304399:0.849605262796,0.85353753676054045
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_PEROXISOME,3,0.32031496079722505,0.76754033179851644,-2.9821445430084692,3.6227744646029194,0.7169715308788539,1.4616961896808638,86.256342016619456,14.552166551426785,0.00069189020674104639,-17.875814696894384,18.516444618488837,0.36016349980251905,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:1.65730605603;GSE234774:-0.824171786209;GSE304399:0.011344148032,GSE162610:0.134295167566;GSE234774:0.248733233819;GSE304399:0.987597909201,0.85353753676054045
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_G2M_CHECKPOINT,3,0.1110898278956275,0.32968165387307374,-1.3074158400896705,1.5295954958809257,0.76822104221480236,0,0,1.533379945630331,0.4645481934055643,-4.0779127639763288,4.3000924197675836,0.36684632383044447,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:0.528574556815;GSE234774:-0.464455447183;GSE304399:0.246181650182,GSE162610:0.799709872713;GSE234774:0.484826997893;GSE304399:0.883117745964,0.88208439788758031
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_KRAS_SIGNALING_UP,3,-0.071473480260132963,0.22013135531526967,-1.0186222571108268,0.87567529659056076,0.7762342701410706,0,0,1.3478311624096535,0.50970885888282624,-2.8685075497475672,2.7255605892273009,0.55291730117761817,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:-0.0970967011758;GSE234774:-0.471340599867;GSE304399:0.130111508892,GSE162610:0.947012627743;GSE234774:0.406236392762;GSE304399:0.883117745964,0.88208439788758031
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_XENOBIOTIC_METABOLISM,3,-0.11944646839185394,0.40272646898439807,-1.8522386095099364,1.6133456727262285,0.79474148274820733,0.25056033993833421,51.556740482242901,4.1285413490124272,0.12691081611690427,-8.2826163914868847,8.0437234547031782,0.35112161439916889,0.33333333333333331,0,False,GSE162610;GSE234774;GSE304399,GSE162610:0.43279470101;GSE234774:-0.868964266119;GSE304399:0.142712035025,GSE162610:0.799709872713;GSE234774:0.182256530603;GSE304399:0.950864997041,0.88304609194245265
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_MYOGENESIS,3,-0.19576869173540831,0.73973953734731202,-3.3786110314064244,2.9870736479356079,0.81606036027623263,1.3132698995155554,85.030725859697498,13.360701268843114,0.0012553377307658294,-17.526978307345797,17.135440923874977,0.36432854951283083,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:1.09090338909;GSE234774:-1.24911795538;GSE304399:-0.460706029892,GSE162610:0.27685265263;GSE234774:0.147368392185;GSE304399:0.849605262796,0.88702213073503544
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_PI3K_AKT_MTOR_SIGNALING,3,-0.1078835410372759,0.45717176716103958,-2.0749348929771081,1.8591678109025565,0.83541231910689384,0.38064000326020242,64.488020968192131,5.631902401746216,0.059847764411141306,-9.864776434720147,9.649009352645594,0.38514237622224418,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:0.896866950378;GSE234774:-0.750989678185;GSE304399:-0.221139104084,GSE162610:0.52606954422;GSE234774:0.182256530603;GSE304399:0.849605262796,0.88873650968818496
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_E2F_TARGETS,3,0.049527898295930399,0.32329211996262641,-1.3414858241677545,1.4405416207596153,0.89230230321382531,0,0,1.5790255695332853,0.4540659692554867,-4.0582879675411503,4.1573437641330111,0.36623676152772872,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:0.429638186373;GSE234774:-0.556727919349;GSE304399:0.190689690914,GSE162610:0.81659671073;GSE234774:0.450713670205;GSE304399:0.912623545069,0.92948156584773478
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_APICAL_SURFACE,3,0.065979455864223976,0.68519077650813276,-2.8821585090776467,3.014117420806095,0.93206746726112144,0.97994569827477329,70.787714396048855,6.8464345005906946,0.032607359964929701,-15.231320629382633,15.36327954111108,0.37080109421792828,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:0.482317581196;GSE234774:0.922176797939;GSE304399:-1.27432753578,GSE162610:0.878397314477;GSE234774:0.228671753989;GSE304399:0.454692379893,0.95108925230726682
centered_rank_mean,change_d7_minus_d1,temporal_delta,HALLMARK_ALLOGRAFT_REJECTION,3,-0.0045794170445915159,0.24086393731132402,-1.0409332944153631,1.0317744603261803,0.98655737219733353,0,0,0.1671534666480613,0.91982050307850149,-3.0650459180834213,3.0558870839942385,0.62021684396426657,0.66666666666666663,0,False,GSE162610;GSE234774;GSE304399,GSE162610:0.185397229644;GSE234774:-0.0833225837372;GSE304399:-0.0467821341385,GSE162610:0.921373183737;GSE234774:0.925998970452;GSE304399:0.979966786563,0.98655737219733353
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_ALLOGRAFT_REJECTION,3,1.7898514560797389,0.23018418008411093,0.79944886529569736,2.7802540468637806,0.016139964415458549,0,0,0.73102543486380145,0.69384081538323239,-1.13491586309748,4.7146187752569579,0.5664361196599903,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.61761561524;GSE234774:1.50884851461;GSE304399:1.95918973483,GSE162610:0.0160134508264;GSE234774:0.0182637486057;GSE304399:0.000827213748464,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_ANDROGEN_RESPONSE,3,1.9315289500539063,0.24045426988410024,0.89693772935716853,2.9661201707506439,0.015146331529805841,0,1.2187637221965335,2.0246760167845843,0.36336842722735896,-1.1237322327808763,4.9867901328886894,0.4973643040768348,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.0830513456;GSE234774:1.98418430756;GSE304399:2.12156465294,GSE162610:0.158548761747;GSE234774:0.000993558851014;GSE304399:0.000827213748464,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_ANGIOGENESIS,3,2.0191073714071184,0.21977361711216134,1.0734978178125645,2.9647169250016723,0.011641174703002395,0,0,0.36655636858594259,0.83253652493599728,-0.77338120322966963,4.8115959460439068,0.47573714850164461,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:2.03555105744;GSE234774:2.10769800135;GSE304399:1.73025365861,GSE162610:0.00320826035548;GSE234774:0.000350575409412;GSE304399:0.0248949185929,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_APICAL_JUNCTION,3,1.9503433992819568,0.24169131295249796,0.91042961185016003,2.9902571867137535,0.015011842721464629,0,0,1.0056724955285932,0.60481282573799544,-1.120635906047353,5.0213227046112667,0.60354614235394599,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.42359735731;GSE234774:2.10822848797;GSE304399:1.89315546112,GSE162610:0.0772691391934;GSE234774:0.000350575409412;GSE304399:0.0115106962553,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_APOPTOSIS,3,1.9265310851179038,0.20079730377288077,1.0625700179131865,2.7904921523226212,0.010689475253294035,0,0,1.9017091432327828,0.38641066672980762,-0.62484056709218261,4.47790273732799,0.44367968835749821,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.35557217897;GSE234774:2.07486655152;GSE304399:2.04879977352,GSE162610:0.0329416886168;GSE234774:0.000429206085118;GSE304399:0.000769095510728,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_COAGULATION,3,1.9417405176302356,0.1947604901470637,1.1037537630516288,2.7797272722088424,0.0099111758847824361,0,0,0.22284782141799667,0.89455945520847735,-0.53292614469609023,4.4164071799565612,0.4593451368667415,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.76828127135;GSE234774:1.9901458405;GSE304399:1.99070017206,GSE162610:0.00575020473041;GSE234774:0.000643234634417;GSE304399:0.000769095510728,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_COMPLEMENT,3,1.7828475550226248,0.20174209867988224,0.91482136343224418,2.6508737466130055,0.012563758098608666,0,0,0.067251372712257756,0.96693337326142603,-0.78052885470951749,4.3462239647547669,0.48688796067564083,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.82087566543;GSE234774:1.84346685866;GSE304399:1.72978036873,GSE162610:0.00522129087181;GSE234774:0.00111355651877;GSE304399:0.000967019490245,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,1.9662584927083964,0.22805222949909407,0.98502894492866855,2.9474880404881243,0.013186527993702646,0,0,0.33356417752836742,0.84638402783272548,-0.93141982584819094,4.8639368112649839,0.47643993169518711,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.82653111338;GSE234774:2.10352593686;GSE304399:1.86731160069,GSE162610:0.00435148308879;GSE234774:0.000419634231247;GSE304399:0.0157848970144,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_ESTROGEN_RESPONSE_EARLY,3,1.9023347321052513,0.25485191260992224,0.80579545463229807,2.9988740095782047,0.01747826389063091,0,0,0.66197599178799238,0.71821379050329837,-1.3358658469221218,5.1405353111326244,0.54152759451080357,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.5256503633;GSE234774:2.07057484402;GSE304399:1.8208171323,GSE162610:0.0580253133893;GSE234774:0.000559367167317;GSE304399:0.0125888420927,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_ESTROGEN_RESPONSE_LATE,3,1.9328370741115732,0.24205388228550748,0.89136327674937954,2.9743108714737669,0.015323605255041553,0,0,1.1700646827876737,0.55708784452344184,-1.1427491113940136,5.0084232596171603,0.60050558361876982,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.72564758051;GSE234774:2.13437297409;GSE304399:1.43381370487,GSE162610:0.0115760758923;GSE234774:0.000350575409412;GSE304399:0.0959784667051,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_GLYCOLYSIS,3,1.9297162151143121,0.24677521902559674,0.86792814533930707,2.9915042848893174,0.015963171201303722,0,0,0.18610434530827108,0.91114596215290533,-1.2058602416392725,5.0652926718678968,0.42389862624023789,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.95102408318;GSE234774:2.00483213764;GSE304399:1.71165862458,GSE162610:0.00373971108971;GSE234774:0.000993558851014;GSE304399:0.0328736167282,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_HYPOXIA,3,2.0368988186751515,0.22699336135244336,1.0602252128170551,3.013572424533248,0.012192360654746506,0,0,0.28369721528695124,0.8677526176557917,-0.84732530442147791,4.921122941771781,0.52494951430644987,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.82005764913;GSE234774:2.12986005113;GSE304399:2.02766511508,GSE162610:0.0115760758923;GSE234774:0.000350575409412;GSE304399:0.00473849820892,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_IL2_STAT5_SIGNALING,3,1.980376535212337,0.19376843029600996,1.1466582696599414,2.8140948007647326,0.0094381743813432614,0,0,0.0081639538246341108,0.99592634303098393,-0.48168481153596088,4.4424378819606352,0.48217869344045916,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:2.00962474936;GSE234774:1.96395681237;GSE304399:1.97409808949,GSE162610:0.00324199586368;GSE234774:0.000993558851014;GSE304399:0.000769095510728,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_IL6_JAK_STAT3_SIGNALING,3,1.9565493976580295,0.19201669260606685,1.1303682510590727,2.7827305442569861,0.0094945998533263552,0,0,0.30449162321847428,0.85877715739886595,-0.48325401135777746,4.3963528066738364,0.49558874599365021,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.77874582729;GSE234774:1.96950398274;GSE304399:2.03875400921,GSE162610:0.00435148308879;GSE234774:0.000993558851014;GSE304399:0.000769095510728,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_INFLAMMATORY_RESPONSE,3,1.9735221706428887,0.20424157659203335,1.0947415935908427,2.8523027476949347,0.01054131258064432,0,0,0.056184124375991781,0.9722988507212037,-0.62161311717459178,4.5686574584603692,0.47093600962097942,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.99930405337;GSE234774:1.89049543804;GSE304399:2.00313313146,GSE162610:0.00324199586368;GSE234774:0.00128436959092;GSE304399:0.000769095510728,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_INTERFERON_GAMMA_RESPONSE,3,1.6970126080741041,0.20851455179839401,0.79984690258625857,2.5941783135619496,0.01476389898692171,0,0,1.311386443433058,0.51908209885053913,-0.95241597754799323,4.3464411936962017,0.59611306983495682,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.13600168031;GSE234774:1.91108184385;GSE304399:1.73418674864,GSE162610:0.105369843813;GSE234774:0.0012633412936;GSE304399:0.000827213748464,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_KRAS_SIGNALING_UP,3,1.8729756206071835,0.20877298478062373,0.97469796774288997,2.7712532734714772,0.012197790356811161,0,0,0.10744501178499377,0.94769504980953378,-0.77973666739770509,4.5256879086120723,0.49733035216460886,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.75095796692;GSE234774:1.94733663599;GSE304399:1.87766974336,GSE162610:0.0115760758923;GSE234774:0.000993558851014;GSE304399:0.000827213748464,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_MTORC1_SIGNALING,3,2.0082430758923393,0.23947827277617739,0.97785123181623335,3.0386349199684455,0.013923704040803632,0,0,0.2605953943148317,0.87783406331296365,-1.0346168878672612,5.0511030396519399,0.41889774373529676,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:2.10722459105;GSE234774:1.80912939165;GSE304399:2.04306345119,GSE162610:0.00320826035548;GSE234774:0.00409726703728;GSE304399:0.00363183033245,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_MYC_TARGETS_V2,3,1.91062386158024,0.25100066959927986,0.83065514535995577,2.9905925778005242,0.016824052141206955,0,0,0.7275451173634272,0.69504925968687681,-1.2786420352651493,5.0998897584256291,0.41974743758998972,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:2.06216885913;GSE234774:1.96056738331;GSE304399:1.48538164647,GSE162610:0.00324199586368;GSE234774:0.00111355651877;GSE304399:0.052137079438,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_P53_PATHWAY,3,2.0209719760061002,0.22052901347006509,1.0721122142101689,2.9698317378020316,0.011698695101941802,0,0,0.024785086566076635,0.98768392806402472,-0.78111481941117367,4.8230587714233746,0.37899968311643079,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.96080931634;GSE234774:2.04310045165;GSE304399:2.03884226083,GSE162610:0.00503569121701;GSE234774:0.000674654505505;GSE304399:0.0011143929164,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_TGF_BETA_SIGNALING,3,1.9525443171053241,0.19954137612756442,1.0939870704120949,2.8111015637985535,0.010283117398102606,0,0,1.7067239574112096,0.42598038485865353,-0.58286926130955119,4.4879578955201991,0.48957658363198731,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.17034144117;GSE234774:2.13797876132;GSE304399:1.93095529451,GSE162610:0.149648026748;GSE234774:0.000350575409412;GSE304399:0.000769095510728,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_TNFA_SIGNALING_VIA_NFKB,3,2.1330602529262088,0.17668535369092445,1.3728445335612036,2.8932759722912138,0.0067913029448112908,0,0,0.2314685576313204,0.89071187286844211,-0.11194002495411626,4.3780605308065343,0.52522119240745269,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.96000629048;GSE234774:2.12110948164;GSE304399:2.19607011042,GSE162610:0.00435148308879;GSE234774:0.000350575409412;GSE304399:0.000588117321691,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,3,1.9424952823737986,0.25102803509986715,0.86240882190771151,3.0225817428398858,0.01629327247873328,0,0,0.77907196324259531,0.67737111423222629,-1.2471183261247609,5.1321088908723578,0.51069628468771855,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:2.13807541618;GSE234774:1.8405269815;GSE304399:1.55493614217,GSE162610:0.00320826035548;GSE234774:0.00304476402166;GSE304399:0.052137079438,0.03799622584919763
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_PI3K_AKT_MTOR_SIGNALING,3,1.8553639933861783,0.25762393812415579,0.74689765276747289,2.9638303340048839,0.018740054952286464,0,28.665736738194646,2.8037017676341014,0.24614096374358607,-1.4180585093589464,5.128786496131303,0.4432238721248366,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.08507967589;GSE234774:2.04226986923;GSE304399:2.01502287007,GSE162610:0.0935528654043;GSE234774:0.000643234634417;GSE304399:0.000846327120464,0.039041781150596803
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_MYC_TARGETS_V1,3,1.8722863361361641,0.26657642095626305,0.72530057082185717,3.0192721014504711,0.019675785876635505,0,0,1.9370922505055634,0.37963457819755203,-1.5148882463708042,5.259460918643132,0.51782891733820724,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:2.09796823521;GSE234774:1.87046315706;GSE304399:0.914681784262,GSE162610:0.00320826035548;GSE234774:0.00265064054011;GSE304399:0.331569101062,0.039067725739203946
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_PROTEIN_SECRETION,3,1.8271744654668567,0.26447669957243258,0.68922307209640121,2.9651258588373119,0.020315217384386051,0,0,0.89618849508582066,0.63884447167277036,-1.5333206272482378,5.187669558181951,0.56378427973612799,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.4687386401;GSE234774:1.60581239165;GSE304399:2.04385325466,GSE162610:0.0696626830346;GSE234774:0.0151429329639;GSE304399:0.00103917664955,0.039067725739203946
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,3,1.7992261868055224,0.27052345165409653,0.63525771908477746,2.9631946545262675,0.021867946887006513,0,0,0.68332552391938639,0.71058780154398149,-1.6381001758480849,5.2365525494591294,0.43095559661026567,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.90878267676;GSE234774:1.89396116872;GSE304399:1.31161918775,GSE162610:0.00435148308879;GSE234774:0.00199992550254;GSE304399:0.113224343555,0.039456176517846678
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_XENOBIOTIC_METABOLISM,3,1.7127991993437472,0.25891020392066938,0.59879850368448939,2.8267998950030053,0.022095458849994139,0,0,0.52907960556765121,0.76755909727073557,-1.5769668599570177,5.0025652586445126,0.39645595770730141,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.53188324717;GSE234774:1.94307485983;GSE304399:1.59697776901,GSE162610:0.0162875644258;GSE234774:0.0012633412936;GSE304399:0.0248949185929,0.039456176517846678
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_UV_RESPONSE_UP,3,1.7861233847485556,0.27931713799202917,0.58431873850134419,2.987928030995767,0.023593234148136442,0,0,0.81629768040793915,0.66487991059585083,-1.762937356900526,5.3351841263976372,0.50070555598719269,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.74195124773;GSE234774:1.98139042823;GSE304399:1.25419515367,GSE162610:0.0115760758923;GSE234774:0.000993558851014;GSE304399:0.153728387036,0.040677989910580074
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_CHOLESTEROL_HOMEOSTASIS,3,1.7781798589645688,0.28837244378208732,0.53741337654104759,3.0189463413880899,0.02530596707059447,0,0,0.62453070336010075,0.73178732146771608,-1.8859394520016599,5.4422991699307977,0.39690846699448928,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.78602409895;GSE234774:1.41700162791;GSE304399:1.99869728824,GSE162610:0.0115760758923;GSE234774:0.0375379632406;GSE304399:0.00587111978564,0.042176611784324115
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_E2F_TARGETS,3,1.5035027149027917,0.30037113448466102,0.21111003317442223,2.7958953966311615,0.037671501903539545,0,0,0.054667821550148675,0.97303627997485287,-2.3130744166963741,5.3200798465019581,0.36376510558313591,1,3,True,GSE162610;GSE234774;GSE304399,GSE162610:1.43053572187;GSE234774:1.59936211335;GSE304399:1.49040543834,GSE162610:0.0357925859641;GSE234774:0.0152994005164;GSE304399:0.0424180006751,0.060760486941192814
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_G2M_CHECKPOINT,3,1.4491469928896912,0.30632780792533343,0.13112481392158637,2.767169171857796,0.041895543303221448,0,0,0.16146096556596584,0.92244227201874451,-2.4431168509931926,5.3414108367725746,0.34216497170585908,1,1,True,GSE162610;GSE234774;GSE304399,GSE162610:1.30723429931;GSE234774:1.60419726172;GSE304399:1.43546483722,GSE162610:0.0603000527095;GSE234774:0.0148440779715;GSE304399:0.0519847667868,0.065461786411283515
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_HEME_METABOLISM,3,1.3057209316358374,0.33443048723144586,-0.1332173171619857,2.7446591804336604,0.059779129786216273,0,0,0.027541390040065467,0.98632368726736253,-2.9436213091455703,5.5550631724172455,0.3574555427923205,1,1,True,GSE162610;GSE234774;GSE304399,GSE162610:1.22685406753;GSE234774:1.31816009981;GSE304399:1.36170954864,GSE162610:0.105369843813;GSE234774:0.0494984340527;GSE304399:0.0646552936318,0.090574439070024659
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_DNA_REPAIR,3,1.323547995225967,0.35642042353470149,-0.21000531303407577,2.8571013034860098,0.065476058164652462,0,0,1.8453143933966683,0.39746150326956214,-3.2052028783600477,5.8522988688119817,0.52067773222542524,1,1,True,GSE162610;GSE234774;GSE304399,GSE162610:1.23869698794;GSE234774:1.7043627419;GSE304399:0.422039580394,GSE162610:0.131565398984;GSE234774:0.0079569372648;GSE304399:0.700704152131,0.093537225949503519
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_MYOGENESIS,3,1.4139881262426401,0.37636692921459503,-0.20538806912995966,3.0333643216152399,0.064110607417591531,0.17779191286870735,40.899924805596939,3.3840904489905039,0.18414252579705256,-5.7674794132389691,8.5954556657242485,0.43086659241601488,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:1.13319909303;GSE234774:1.97823565778;GSE304399:0.650773569309,GSE162610:0.0470205877105;GSE234774:0.000993558851014;GSE304399:0.523435884596,0.093537225949503519
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_ADIPOGENESIS,3,1.1995677677755412,0.35934466464502518,-0.34656753448028144,2.7457030700313636,0.079220341034073952,0.090966034013660296,16.555217006811134,2.3967945367696011,0.30167733245081152,-4.7614520306801928,7.1605875662312748,0.42096123309332956,1,1,True,GSE162610;GSE234774;GSE304399,GSE162610:0.859305266756;GSE234774:1.75696734622;GSE304399:0.67628476146,GSE162610:0.15074769773;GSE234774:0.00466104327787;GSE304399:0.466372193454,0.10772753753873539
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_MITOTIC_SPINDLE,3,1.1116063256380613,0.33884775585136068,-0.34633789604527498,2.5695505473213975,0.081694663025384209,0,0,1.9726796611171997,0.37293921668793595,-3.193862634602664,5.4170752858787869,0.46736442221578423,1,1,True,GSE162610;GSE234774;GSE304399,GSE162610:0.292407565505;GSE234774:1.53939058628;GSE304399:1.01511019649,GSE162610:0.765684347078;GSE234774:0.0140366227287;GSE304399:0.163038183094,0.10772753753873539
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_NOTCH_SIGNALING,3,1.4420835667192913,0.4401305220711772,-0.45164522551631503,3.3358123589548976,0.081872928529438893,0.26293294988335669,44.274229640646659,3.5890037716891037,0.16621022339545963,-7.1442260785804637,10.028393212019047,0.46978329223437126,1,1,True,GSE162610;GSE234774;GSE304399,GSE162610:1.35723420955;GSE234774:1.99548999078;GSE304399:0.432329544233,GSE162610:0.0905875312535;GSE234774:0.000993558851014;GSE304399:0.677120760066,0.10772753753873539
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_APICAL_SURFACE,3,1.0173446326758189,0.33811216092373536,-0.43743457948418052,2.472123844835818,0.094980005816032539,0,0,0.25924061601689674,0.87842890002726837,-3.2787777078116074,5.3134669731632451,0.4993089769153477,1,0,True,GSE162610;GSE234774;GSE304399,GSE162610:0.74508762969;GSE234774:1.04143471641;GSE304399:1.22711318122,GSE162610:0.338647646179;GSE234774:0.0582520747753;GSE304399:0.141000518177,0.1201121572708044
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_PEROXISOME,3,1.164928293935596,0.38978093119642643,-0.51216369368099524,2.8420202815521876,0.096089725816643518,0.21156572929894937,44.659629966976645,3.6139982418016658,0.16414598069425557,-6.4957109682238698,8.8255675560950611,0.43313547661575108,1,1,True,GSE162610;GSE234774;GSE304399,GSE162610:0.673633802573;GSE234774:1.80956928817;GSE304399:1.09343604182,GSE162610:0.137107455602;GSE234774:0.00409726703728;GSE304399:0.205132817869,0.1201121572708044
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_KRAS_SIGNALING_DN,3,1.0086183465815586,0.37001039582097489,-0.58340789303323803,2.6006445861963554,0.1123485016217672,0,0,1.2801818422199296,0.52724448420998327,-3.6928094972327861,5.7100461903959028,0.39243729567142377,1,0,True,GSE162610;GSE234774;GSE304399,GSE162610:1.34522704307;GSE234774:1.09705311238;GSE304399:0.241866750458,GSE162610:0.0796584781689;GSE234774:0.09850611576;GSE304399:0.831258267006,0.13701036783142342
centered_rank_mean,injury_d1_vs_uninjured,endpoint,HALLMARK_UV_RESPONSE_DN,3,1.3624640768212255,0.51893364867421199,-0.87032720320572077,3.5952553568481718,0.11959593900709863,0.41578333962963965,57.255869705674058,4.6790050147902749,0.096375572440625473,-9.1543708676174358,11.879299021259888,0.41726898295884174,1,2,True,GSE162610;GSE234774;GSE304399,GSE162610:0.0852134284794;GSE234774:1.91086734224;GSE304399:1.59684963511,GSE162610:0.949994251702;GSE234774:0.00107306227579;GSE304399:0.0316363245283,0.14237611786559359
