dataset,contrast_id,effect_type,term,es,nes,nominal_p,fdr,fwer_p,tag_fraction,gene_fraction,leading_edge_genes,n_ranked_genes,n_exact_tied_genes_before_deterministic_break
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_MYC_TARGETS_V2,0.6442088630998728,2.508258802069976,0.0,0.0,0.0,37/57,23.73%,Myc;Pprc1;Map3k6;Hk2;Grwd1;Rrp12;Hspd1;Npm1;Utp20;Wdr43;Mrto4;Ppan;Nop2;Aimp2;Nolc1;Hspe1;Nop56;Gnl3;Mcm4;Ipo4;Mcm5;Prmt3;Tbrg4;Wdr74;Nop16;Dctpp1;Dusp2;Nip7;Srm;Ung;Pus1;Slc29a2;Tcof1;Mybbp1a;Exosc5;Slc19a1;Bysl,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_P53_PATHWAY,0.5129321838748703,2.4599451735267537,0.0,0.0,0.0,81/195,15.66%,Aen;Procr;Ccnd2;Hbegf;Epha2;Vwa5a;Lif;Ier3;Tm4sf1;Ier5;Rnf19b;Zfp36l1;Sphk1;Irak1;Tgfb1;Sdc1;Mapkapk3;Hmox1;Vdr;Atf3;Gadd45a;Jun;Socs1;Fas;Pitpnc1;Ddit3;Apaf1;Tap1;Fos;Iscu;S100a10;Notch1;Ppp1r15a;Ak1;Slc7a11;Foxo3;Upp1;Blcap;Cdkn1a;Cdh13;Pmm1;Trib3;Plxnb2;Ninj1;Baiap2;Cdk5r1;Pvt1;Hras;Rgs16;Phlda3;Def6;Serpinb5;Rack1;Rps27l;Rpl36;Tax1bp3;Inhbb;Rxra;Triap1;Vamp8;Rps12;Hexim1;Ldhb;Nupr1;Rhbdf2;Steap3;Osgin1;Hint1;Plk2;Rpl18;Pidd1;Dgka;Slc19a2;Pcna;Acvr1b;Hspa4l;Stom;Prkab1;Klk8;Tnfsf9;Btg1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.5452462227569712,2.3875053792006318,0.0,0.0,0.0,65/104,27.78%,Cebpb;Eif4ebp1;Aldh18a1;Pdia5;Bag3;Atf3;Eif4a2;Atf4;Eif4g1;Sdad1;Ern1;Xpot;Nhp2;Npm1;Asns;Tubb2a;Eif4a1;Vegfa;Sec31a;Rps14;Nolc1;Hyou1;Slc1a4;H2ax;Lsm4;Nabp1;Cnot6;Banf1;Nop56;Eef2;Xbp1;Shc1;Exosc4;Kdelr3;Dcp2;Exosc2;Spcs1;Ywhaz;Eif4a3;Chac1;Exoc2;Hspa9;Cks1b;Nfya;Wfs1;Dnajb9;Slc7a5;Eif2ak3;Stc2;Serp1;Eif4e;Tatdn2;Imp3;Exosc5;Dnaja4;Edem1;Atp6v0d1;Cebpg;Yif1a;Hspa5;Eif2s1;Arxes2;Edc4;Slc30a5;Tspyl2,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_E2F_TARGETS,0.4912133600021642,2.354926123511646,0.0,0.0,0.0,106/195,26.39%,Myc;Nap1l1;Ipo7;Syncrip;Tcf19;Nup153;Dnmt1;Hmgb2;Cdc25a;Timeless;Mcm3;Spc25;Chek1;Mcm6;Hmgb3;Cdkn1a;Melk;Rrm2;Ran;Atad2;Cdk1;Prps1;Jpt1;Prim2;Dscc1;Rbbp7;Hells;Ranbp1;Nolc1;Cdkn2c;Ccne1;Top2a;H2ax;Lyar;Nop56;Snrpb;Pola2;Nme1;Mcm4;Rad51ap1;Dck;Tubb5;Brca2;Aurkb;Rpa3;Mcm5;Ak2;Kif4;H2az1;Wdr90;Hmmr;Ilf3;Pcna;Diaph3;Pold3;Kif18b;Tbrg4;Dctpp1;Lmnb1;Brca1;Bard1;Espl1;Dlgap5;Racgap1;Ccnb2;Spag5;Pole;Dut;Ung;Mcm2;Kif2c;Ssrp1;Cks1b;Xpo1;Asf1b;Tubg1;Lsm8;Cdkn3;Trip13;Spc24;Cks2;Ezh2;Ncapd2;Hnrnpd;Mybl2;Birc5;Cdca3;Lig1;Phf5a;Cdc20;Pole4;Cse1l;Bub1b;Tmpo;Cdc25b;Mki67;Depdc1a;Plk1;Smc6;Pold1;Chek2;Nup107;Eif2s1;Ube2t;Mms22l;Donson,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_APOPTOSIS,0.505059201490973,2.3377024590955577,0.0,0.0,0.0,74/157,19.75%,Emp1;Timp1;Casp4;Cd44;Ccnd2;Tnfrsf12a;Ier3;Cflar;Birc3;Erbb2;Cdk2;Gsr;Hmox1;Hspb1;Hmgb2;Rara;Atf3;Gadd45a;Irf1;Lgals3;Btg3;Dnaja1;Jun;Mcl1;Dap;Gadd45b;Fas;Ddit3;Slc20a1;Tap1;Il6;Gch1;Eno2;Casp8;Rela;Cdkn1a;Pmaip1;Vdac2;Plat;Ctnnb1;Etf1;Ifitm3;Ereg;Casp3;Top2a;Tspo;H1f0;Sod1;Pdgfrb;Ccnd1;Il1b;Gpx1;Cd14;Tgfb2;Gpx3;Bid;Lmna;Clu;Bik;Egr3;Mgmt;Brca1;Isg20;Tnf;Timp3;Cd38;Sod2;Nedd9;Anxa1;Sptan1;Casp7;Casp1;Txnip;Nefh,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_TGF_BETA_SIGNALING,0.6065700963328331,2.3363115449327014,0.0,0.0,0.0,25/53,9.99%,Smad3;Junb;Serpine1;Tgif1;Wwtr1;Ncor2;Pmepa1;Skil;Smurf1;Tgfb1;Acvr1;Furin;Eng;Id2;Slc20a1;Ski;Ppp1r15a;Klf10;Ctnnb1;Smad6;Cdk9;Id1;Smurf2;Ltbp2;Smad1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_COMPLEMENT,0.4918639458647966,2.335790418781659,0.0,0.0,0.0,76/174,20.62%,Plaur;Timp1;Casp4;Cebpb;Notch4;Dusp5;Serpine1;Lrp1;Dusp6;Pim1;S100a9;Fdx1;Mmp14;Maff;Irf1;Lgals3;Cfh;Adam9;Plscr1;Il6;Tnfaip3;Zeb1;Prep;Me1;Tfpi2;Cdh13;Prkcd;Fn1;Plat;Sh2b3;C1s1;Cdk5r1;Hspa1a;Src;F3;Casp3;Mt3;Pdgfb;Irf7;Calm1;Brpf3;F10;F7;Calm3;Dyrk2;Atox1;Col4a2;Pfn1;Gnai2;Mmp12;Gnai3;Cda;Ctsc;Clu;Psmb9;Phex;Cp;Cpq;Rnf4;Gngt2;Prdm4;Zfpm2;Gmfb;Serping1;F5;Cblb;Lck;S100a13;Pik3r5;Casp7;Ctsb;Casp1;Pdp1;Rabif;Mmp8;Olr1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_MTORC1_SIGNALING,0.48072188692718115,2.2988462200418613,0.0,0.0,0.0,92/189,25.89%,Ppa1;Bhlhe40;Mllt11;Got1;Txnrd1;Atp6v1d;Gsr;Map2k3;Abcf2;Eif2s2;Eef1e1;Cdc25a;Arpc5l;Hk2;Psma4;Ddit3;Ldha;Slc1a5;Stc1;Pgk1;Ppp1r15a;Hspd1;Pdap1;Slc7a11;Cdkn1a;Me1;Asns;Rrm2;Trib3;Egln3;Etf1;Coro1a;Bub1;Glrx;Cacybp;Hspe1;Tpi1;Tbk1;Acly;Slc1a4;Gpi1;Psmd12;Ifrd1;Psmb5;Ccnf;Psme3;Mcm4;Psmc4;Nupr1;Psmc2;Plod2;Ppia;Xbp1;Serpinh1;Tuba4a;Cct6a;Ufm1;Ctsc;Fkbp2;Nfil3;Aldoa;Fgl2;Eno1b;Psmd13;Hspa9;Ung;Ldlr;Mcm2;Gla;Slc7a5;Tubg1;Stip1;Tes;Nfkbib;Cxcr4;Serp1;Rit1;Btg2;Dapp1;Pfkl;Tomm40;Dhfr;Edem1;Nampt;Actr3;Mthfd2l;Plk1;P4ha1;Igfbp5;Rab1a;Hspa5;Psmd14,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_NOTCH_SIGNALING,0.653190222153529,2.260538045107712,0.0,0.0,0.0,16/31,15.70%,Fbxw11;Notch2;Arrb1;Jag1;Maml2;Rbx1;Notch1;Hes1;Ppard;Sap30;Dtx1;Dtx2;Ccnd1;Fzd1;Wnt2;Fzd7,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_UV_RESPONSE_UP,0.48521474428298833,2.247141217972835,0.0,0.0,0.0,74/149,24.82%,Junb;Icam1;Ago2;Il6st;Cdk2;Ddx21;Hmox1;Mmp14;Atf3;Irf1;Furin;Btg3;Dnaja1;Tap1;Ret;Fos;Dlg4;Ap2s1;Il6;Dnajb1;Gch1;Eno2;Eif5;Nfkbia;Pdap1;Asns;Cxcl1;Prkcd;Psmc3;Cyb5r1;Cltb;Ppif;Casp3;Selenow;Ccne1;Polr2h;H2ax;Urod;Shox2;Atp6v1c1;Olfm1;Cdc34;Atp6v1f;Mapk8ip2;Grpel1;Tuba4a;Slc25a4;Gpx3;Bid;Fosb;Aldoa;Fkbp4;Btg1;Grina;Col2a1;Spr;Sod2;Prkaca;Hyal2;Tchh;Stip1;Mark2;Pole3;Mgat1;Btg2;Ctsl;Mrpl23;Gal;Slc6a8;Rrad;Cebpg;Igfbp2;Creg1;Hnrnpu,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_COAGULATION,0.49354804294398624,2.201031740043998,0.0,0.0,0.0,51/115,21.93%,Capn2;Timp1;Pros1;Serpine1;Lrp1;Dusp6;Mmp14;Bmp1;Maff;Furin;Cfh;Pecam1;Adam9;Iscu;Wdr1;Prep;Plau;Tfpi2;Vwf;Fn1;Plat;C1s1;Sparc;Gda;F3;Pdgfb;Prss23;Fbn1;F10;Thbd;Dusp14;Pf4;Clu;Mmp11;Klk8;Cpq;Timp3;Crip2;Serping1;Rapgef3;A2m;Anxa1;S100a13;Ctsb;Mmp3;Rabif;Mmp8;Olr1;Rac1;Ctsl;Thbs1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.5781738103584115,2.172711125436787,0.0,0.0,0.0,26/47,19.29%,Sbno2;Junb;Txnrd1;Pfkp;Gsr;Txn1;Lsp1;Srxn1;Glrx;Prdx2;Lamtor5;Gclm;Ndufa6;Sod1;Cdkn2d;Atox1;Ndufs2;Gpx3;Prdx6;Hhex;Sod2;Abcc1;Glrx2;Ftl1;Fes;Mgst1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.4554862990059676,2.166616634106959,0.0,0.0,0.0,80/178,22.30%,Tiparp;Aff1;Bhlhe40;Cd44;Myc;Slc7a2;Ncor2;Tgm2;Il6st;Med13l;Myof;Syt12;Rbbp8;Hspb8;Nrip1;Blvrb;Rara;Nav2;B4galt1;Svil;Wwc1;Tmem164;P2ry2;Farp1;Ret;Fos;Igfbp4;Gfra1;Rrp12;Cish;Hes1;Bag1;Calb2;Pmaip1;Klf10;Podxl;Ablim1;Ppif;Unc119;Fkbp5;Slc1a4;Ptges;Inhbb;Prss23;Tsku;Lrig1;Ccnd1;Rhod;Olfm1;Greb1;Cbfa2t3;Opn3;Xbp1;Slc19a2;Gab2;Muc1;Pex11a;Olfml3;Fkbp4;Egr3;Dhrs3;Areg;Mybl1;Gla;Klf4;Zfp185;Wfs1;Slc39a6;Slc7a5;Ccn5;Elovl2;Scnn1a;Stc2;Gja1;Sfn;Ugcg;Mybbp1a;Celsr2;Tpd52l1;Scarb1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_ANGIOGENESIS,0.6118554897928208,2.1595421583174352,0.0,0.0,0.0,18/34,20.62%,Timp1;Ccnd2;Fgfr1;Jag1;Stc1;Fstl1;Cxcl5;Vav2;Vegfa;Spp1;Thbd;Slco2a1;Pf4;Col3a1;Lpl;S100a4;Col5a2;Olr1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_GLYCOLYSIS,0.44421681635568755,2.124783618627211,0.0,0.0,0.0,79/189,20.41%,Met;Cd44;Angptl4;Got1;Pfkp;Pgm2;Hs2st1;Ier3;Il13ra1;Sdc1;Txn1;B4galt1;Sox9;Hk2;Ldha;Stc1;Eno2;Egfr;Pgk1;Lct;Me1;Mdh2;B3gnt3;Slc16a3;Egln3;Cdk1;Prps1;Pkm;Vegfa;Igfbp3;Hdlbp;Glrx;Ndufv3;Gys1;Hax1;Mif;Mdh1;Tpi1;Tgfbi;Sap30;Sod1;Sdc3;Agl;Psmc4;Pgam1;Adora2b;Copb2;Ext2;Plod2;P4ha2;Ndst3;Ppia;Sdc2;Hmmr;Chst1;Paxip1;Pfkfb1;Bik;Kdelr3;Aldoa;Chpf;Fkbp4;B4galt2;Pygb;Eno1b;Isg20;Akr1a1;Gpc4;Gale;Cln6;Cited2;Mertk;B3galt6;Gpc1;Gmppb;Mpi;Stc2;Cxcr4;Arpp19,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_KRAS_SIGNALING_UP,0.4440163080115264,2.123403808357793,0.0,0.0,0.0,52/188,11.70%,Plaur;Emp1;Trib1;Angptl4;Ccnd2;Hbegf;Vwa5a;Lif;Etv4;Birc3;Dusp6;Mall;Dnmbp;Cxcl10;Gadd45g;Prrx1;Cfh;Map3k1;Pecam1;Cpe;Sox9;Ngf;Eng;Ets1;Id2;Akap12;Akt2;Spry2;Ppp1r15a;Tnfaip3;Plau;Gfpt2;Etv5;Inhba;Plat;Igfbp3;Ptgs2;Rgs16;Glrx;Ereg;Spp1;Psmb8;Tnfrsf1b;Prelid3b;Scn1b;Yrdc;Ano1;Kcnn4;Nap1l2;Flt4;Nin;Il1b,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_ANDROGEN_RESPONSE,0.49838676926627606,2.1218822539195004,0.0,0.0,0.0,37/92,18.04%,Zmiz1;Pmepa1;Adamts1;Gsr;Sec24d;Camkk2;B4galt1;Cdk6;Actn1;Rps6ka3;Plpp1;Akap12;Uap1;Rrp12;Akt1;Pdlim5;Steap4;Bmpr1b;Iqgap2;Ptpn21;Abcc4;Fkbp5;Tnfaip8;H1f0;Arid5b;Ccnd1;Ube2i;Adrm1;Gnai3;Hsd17b14;Ncoa4;Ptk2b;B2m;Elk4;Mertk;Srp19;Dnajb9,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.4806079655180962,2.108889268113122,0.0,0.0,0.0,50/102,24.96%,Arpc3;Cdk2;Ralb;Tnfrsf1a;Map2k3;E2f1;Stat2;Ngf;Rps6ka3;Ddit3;Ripk1;Egfr;Akt1;Grk2;Cdkn1a;Pin1;Ywhab;Trib3;Vav3;Cdk1;Ap2m1;Smad2;Hras;Arf1;Atf1;Arhgdia;Tbk1;Csnk2b;Cfl1;Cltc;Pfn1;Itpr2;Traf2;Akt1s1;Prkag1;Ppp1ca;Nck1;Lck;Nfkbib;Cxcr4;Sfn;Eif4e;Rac1;Rit1;Dapp1;Prkar2a;Fasl;Rptor;Actr3;Grb2,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_ESTROGEN_RESPONSE_LATE,0.43686119460705225,2.072863245678777,0.0,1.2382738050399807e-05,0.0002,73/179,22.31%,Aff1;Cd44;Jak1;Dlg5;Cdc6;Ncor2;Il6st;Myof;S100a9;Rbbp8;Hspb8;Nrip1;Nab2;Zfp36;Blvrb;Btg3;Cpe;Mocs2;Id2;Farp1;Ret;Fos;Slc29a1;Gjb3;Igfbp4;Cish;Bag1;Snx10;Stil;Tfpi2;Ppif;Batf;Fkbp5;Slc1a4;Top2a;Emp2;Ptges;Prss23;Ccnd1;Olfm1;Trim29;Opn3;Xbp1;Hspa4l;Cox6c;Impa2;Fkbp4;Egr3;Mapk13;Isg20;Dusp2;Areg;Ass1;Gale;Llgl2;Gla;Klf4;Wfs1;Slc7a5;Ccn5;Etfb;Lamc2;Scnn1a;Ckb;Sfn;Large1;Ugdh;Pkp3;Celsr2;Cdc20;Tpd52l1;Scarb1;Gal,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_MYOGENESIS,0.4229791858759319,2.0193744684336705,0.0,2.3991554972649627e-05,0.0004,58/193,16.81%,Myo1c;Bhlhe40;Myh9;Hbegf;Sorbs1;Bdkrb2;Itgb1;Fgf2;Wwtr1;Fkbp1b;Sphk1;Mras;Tgfb1;Hspb8;Nav2;Eif4a2;Adam12;Svil;Lsp1;Itga7;Tpm3;Gadd45b;Tead4;Fst;Akt2;Notch1;Ak1;Bag1;Cdkn1a;Cdh13;Plxnb2;Sh3bgr;Sparc;Igfbp3;Ablim1;Pdlim7;Fabp3;Ankrd2;Gabarapl2;Igfbp7;Ppp1r3c;Cnn3;Pvalb;Ifrd1;Agl;Lpin1;Col4a2;Myl3;Smtn;Ephb3;Gpx3;Clu;Mef2d;Cav3;Ptp4a3;Speg;Dtna;Pygm,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_UV_RESPONSE_DN,0.42661972870890247,1.9697800843660098,0.0,3.489680723294491e-05,0.0006,54/144,20.39%,Anxa2;Bhlhe40;Smad3;Met;Nfkb1;Myc;Slc7a1;Ltbp1;Plpp3;Serpine1;Has2;Zmiz1;Ddah1;Erbb2;Rasa2;Ccn1;Dab2;Notch2;Mt1;Runx1;Rbpms;Pdlim5;Syne1;Dusp1;Vav2;Id1;F3;Ptpn21;Tgfbr2;Rxra;Ptprm;Pdgfrb;Grk5;Tent4a;Anxa4;Adora2b;Sdc2;Mapk14;Mta1;Lamc1;Rgs4;Mgmt;Map1b;Ldlr;Cited2;Bdnf;Sfmbt1;Col3a1;Abcc1;Dyrk1a;Rnd3;Col5a2;Tfpi;Gja1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_ADIPOGENESIS,0.4107283898387379,1.9668021261097224,0.0,3.3870430549623e-05,0.0006,75/195,20.75%,Angptl4;Sorbs1;Esyt1;Por;Stat5a;Bcl6;Idh3a;Hspb8;Ndufab1;Gadd45a;Suclg1;Itga7;Nkiras1;Sowahc;Slc1a5;Map4k3;Ywhag;Ucp2;G3bp2;Me1;Riok3;Mdh2;Cox7b;Ndufs3;Esrra;Pfkfb3;Plin2;Ddt;Ghitm;Cdkn2c;Col4a1;Acly;Rreb1;Uqcrq;Ndufa5;Nabp1;Adcy6;Cox8a;Sod1;Cox6a1;Lpcat3;Uqcr10;Ndufb7;Grpel1;Ak2;Gpx3;Uqcr11;Fabp4;Aldoa;Chchd10;Stom;Cd151;Uqcrc1;Cyc1;Cmpk1;Lama4;Rab34;Rnf11;Sncg;Itsn1;Slc25a1;Ubc;Ephx2;Acads;Dnajb9;Cavin1;Lpl;Etfb;Acaa2;Cs;Prdx3;Angpt1;Idh3g;Gpat4;Samm50,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_APICAL_JUNCTION,0.4126358420829898,1.9637057325464833,0.0,3.290270396249092e-05,0.0006,56/185,16.92%,Msn;Tspan4;Myh9;Flnc;Icam1;Itgb1;Layn;Map3k20;Vasp;Parva;Bmp1;B4galt1;Adamts5;Actn1;Pecam1;Arpc2;Adam9;Vcl;Cdsn;Akt2;Egfr;Cd274;Calb2;Vcam1;Vwf;Rras;Baiap2;Vav2;Tnfrsf11b;Cdk8;Hras;Nectin2;Ywhah;Src;Pcdh1;Tgfbi;Fbn1;Adam15;Sdc3;Cnn2;Actg1;Pbx2;Actb;Cd34;Pfn1;Mapk14;Gnai2;Shc1;Dmp1;Inppl1;Mapk13;Ctnna1;Thy1;Speg;Amh;Rsu1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_MITOTIC_SPINDLE,0.38305619796700574,1.8476683802672185,0.0,0.00030922448631415077,0.0058,88/197,24.41%,Ezr;Akap13;Septin9;Myh9;Synpo;Pxn;Cdc42ep4;Rasa2;Abi1;Arhgef12;Trio;Notch2;Bcr;Flna;Capzb;Pcgf5;Cttn;Plekhg2;Vcl;Farp1;Fgd6;Palld;Arhgap10;Arap3;Arf6;Pdlim5;Cdk1;Csnk1d;Bub1;Arhgdia;Kif23;Arhgef7;Top2a;Cenpf;Kntc1;Sac3d1;Mark4;Nin;Dynll2;Myo9b;Brca2;Ywhae;Kif4;Cyth2;Stau1;Tuba4a;Cep192;Tpx2;Stk38l;Fgd4;Dync1h1;Ttk;Lmnb1;Espl1;Dlgap5;Racgap1;Lats1;Ccnb2;Itsn1;Kif20b;Incenp;Ophn1;Kif2c;Klc1;Clasp1;Nedd9;Ndc80;Abr;Nck1;Sptan1;Kif11;Cdc42;Mapre1;Cdc27;Pkd2;Arhgap27;Nek2;Birc5;Hdac6;Wasf2;Kif15;Clip1;Alms1;Ect2;Arhgef11;Cep250;Dst;Myh10,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_DNA_REPAIR,0.3766678781392648,1.741946424220164,0.0,0.0008818517503460403,0.017,53/144,19.03%,Zwint;Mpc2;Polr2g;Rbx1;Ak1;Nt5c;Polr2c;Guk1;Polr2f;Aprt;Cmpk2;Polr1d;Dgcr8;Impdh2;Sdcbp;Polr2h;Tyms;Taf10;Sac3d1;Adcy6;Polr2k;Pola2;Polr2j;Vps28;Eif1b;Nme1;Smad5;Ddb1;Ercc1;Rpa3;Cox17;Adrm1;Cda;Pcna;Rnmt;Pold3;Supt5;Npr2;Gtf2h5;Pola1;Dad1;Surf1;Umps;Dut;Nudt9;Ssrp1;Edf1;Snapc4;Ell;Alyref;Hcls1;Polr2i;Cetn2,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.4783362856973488,1.7299477804888996,0.0028536485935589076,0.0009596621989059851,0.019,12/39,8.26%,Myc;Ccnd2;Notch4;Ncor2;Jag1;Notch1;Rbpj;Ctnnb1;Tcf7;Maml1;Hey1;Ppard,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_XENOBIOTIC_METABOLISM,0.36205611783578856,1.7034465587781547,0.0,0.001289392287760862,0.0256,61/170,24.26%,Gcnt2;Pros1;Sertad1;Epha2;Serpine1;Por;Gsr;Tnfrsf1a;Hmox1;Blvrb;Il1r1;Fas;Slc1a5;Id2;Ets2;Igfbp4;Pgd;Gch1;Xdh;Upp1;Slc12a4;Pdlim5;Pmm1;Ninj1;Gsto1;Aox1;Cbr1;Gabarapl1;Dhrs1;Ddt;Ppard;Ptges;F10;Man1a;Cda;Tgfb2;Itih4;Adh5;Arg1;Smox;Psmb10;Enpep;Ptgr1;Ddah2;Ccl25;Arpp19;Gstm4;Ugdh;Pink1;Atoh8;Aqp9;Lpin2;Aldh2;Ssr3;Fbp1;Adh7;Mthfd1;Ndrg2;Hsd17b2;Cd36;Cndp2,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_HEDGEHOG_SIGNALING,0.4803888555107337,1.6996005096356206,0.006316620607974733,0.0013627203224464987,0.0278,16/36,20.33%,Myh9;Nkx6-1;Cdk6;Nrp2;Ets2;Nrcam;Cdk5r1;Vegfa;Pml;Hey1;Tle3;Thy1;Ophn1;Amot;Cntfr;Adgrg1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.3619008851348425,1.4809065745835508,0.018533123028391166,0.01294841776670222,0.2424,18/69,13.95%,Plaur;Tnfrsf12a;Antxr2;Atf3;Lgals3;Plscr1;Jag1;S100a11;Gldc;Trib3;Ctnnb1;Gpx8;Errfi1;Actg1;Atf5;Cxcl16;Clu;Nfil3,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_PEROXISOME,0.33887815410296296,1.4540205249439624,0.014973694860380412,0.01648791054120378,0.3006,28/91,17.76%,Mvp;Nudt19;Slc23a2;Dlg4;Ide;Prdx5;Eci2;Acsl4;Fis1;Pex5;Aldh1a1;Hras;Ywhah;Top2a;Tspo;Sod1;Acsl5;Ercc1;Slc25a4;Pex11a;Smarcc1;Dhrs3;Pabpc1;Cnbp;Cln6;Isoc1;Sod2;Ephx2,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_PROTEIN_SECRETION,0.32750329532885286,1.4070799865192072,0.025,0.02496014426177799,0.4234,39/93,31.78%,Sec24d;Gnas;Clta;Rps6ka3;Ap2s1;Egfr;Ap3s1;Ap2m1;Arf1;Sec31a;Sod1;Bnip3;Golga4;Cltc;Copb2;Ctsc;Cd63;Vps45;Gla;Arfgap3;Ap1g1;Stam;Cav2;Arcn1;Tom1l1;Dst;Napa;Atp7a;Abca1;Tmx1;Rer1;Cog2;Cope;Ykt6;Scamp3;Snap23;Stx12;Zw10;M6pr,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_FATTY_ACID_METABOLISM,0.29121771951268144,1.3365912288544286,0.03316020775069916,0.04506050233954012,0.6316,37/142,15.84%,Suclg1;Ldha;Hsph1;Fh1;S100a10;Eno2;Ube2l6;Me1;Mdh2;Cpt1a;Eci2;Acsl4;Cbr1;Apex1;Aldh1a1;Cbr3;Bmpr1b;Ywhah;Gabarapl1;Pdha1;Mif;Mdh1;Lgals1;Odc1;Urod;Sdhd;Psme1;Pcbd1;Acsl5;Hsp90aa1;H2az1;Dlst;Suclg2;Aldoa;Ptprg;Prdx6;Alad,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_BILE_ACID_METABOLISM,-0.2967758257274418,-1.2946395428394843,0.06782273603082851,0.1176574154102244,0.755,24/100,14.57%,Pecr;Abca8b;Acsl1;Abca6;Cyp39a1;Abca2;Cyp27a1;Lipe;Pex1;Pex13;Pex7;Fdxr;Slc23a1;Npc1;Hsd17b11;Abcg8;Gstk1;Lonp2;Gnpat;Pex19;Pnpla8;Mlycd;Pex11g;Pex16,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_PANCREAS_BETA_CELLS,0.3484757609829928,1.1703620554442202,0.2224465078724263,0.1663755691329985,0.9728,7/29,16.36%,Nkx6-1;Vdr;Foxo1;Stxbp1;Srp14;Mafb;Spcs1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_HEME_METABOLISM,0.22782536225406425,1.0837074261191966,0.2507987220447284,0.2932393884309245,0.998,57/178,23.08%,Cast;Mfhas1;Bach1;Tns1;Map2k3;Arhgef12;Blvrb;Mocos;Slc22a4;Ucp2;Htatip2;Dcaf10;Slc7a11;Foxo3;Fbxo9;Asns;Riok3;Rbm38;Slc66a2;Glrx5;Prdx2;Acsl6;Gclm;Sdcbp;Urod;H1f0;Abcg2;Nfe2l1;Rnf19a;P4ha2;Hdgf;Smox;Ncoa4;Trak2;Kdm7a;Mpp1;Rad23a;Alad;Gypc;Tal1;Khnyn;Aldh1l1;Blvra;Ctsb;Ypel5;Cdc27;Adipor1;Slc11a2;Btg2;Acp5;Lpin2;Tmem9b;Kel;Slc10a3;Ackr1;Pgls;Slc6a8,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_SPERMATOGENESIS,-0.24250159364455715,-1.0774872283366506,0.290453074433657,0.2902621722846442,0.9984,22/110,15.15%,Pacrg;Gapdhs;Map7;Septin4;Dcc;Slc12a2;Clgn;Npy5r;Jam3;Acrbp;Strbp;Gsg1;Art3;Phf7;Chfr;Dnajb8;Oaz3;Slc2a5;Sycp1;Coil;Ybx2;Sirt1,21023,0
GSE234774,injury_d1_vs_uninjured,endpoint,HALLMARK_APICAL_SURFACE,0.26766679218766065,0.9822961059783566,0.48472828242760807,0.5042106029741361,1.0,4/42,4.05%,Plaur;Hspb1;B4galt1;Ephb4,21023,0
