dataset,contrast_id,effect_type,term,es,nes,nominal_p,fdr,fwer_p,tag_fraction,gene_fraction,leading_edge_genes,n_ranked_genes,n_exact_tied_genes_before_deterministic_break
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_E2F_TARGETS,0.5091490284928615,2.267728499809023,0.0,0.0,0.0,99/197,24.04%,Cks2;Cks1b;Nme1;Kif2c;Mthfd2;Asf1b;Cdkn2a;H2az1;Tubb5;Ak2;Cdk1;Cdkn3;Prdx4;Tk1;Dlgap5;Spc25;Lmnb1;Aurka;Cdc25b;Cdkn2c;Ccnb2;Birc5;Dck;Tacc3;Smc4;Nap1l1;Dctpp1;Mad2l1;Plk1;Jpt1;Ran;Bub1b;Racgap1;Nudt21;Hmgb2;Cdk4;Cdc20;Rrm2;Eif2s1;Aurkb;Cdca8;Gins1;Tcf19;Mms22l;Ranbp1;Melk;Cdca3;Rad51ap1;Tbrg4;Trip13;Spc24;Mcm5;Mcm3;Espl1;Cenpm;Cenpe;Pop7;Kif22;Ung;Shmt1;Rnaseh2a;Depdc1a;Hmmr;Ube2t;Top2a;E2f8;Kif4;Lig1;Pole4;Ube2s;Mxd3;Mcm6;Pcna;Mki67;Exosc8;Mybl2;Ezh2;Anp32e;Hmga1b;Mcm2;Phf5a;Cnot9;H2ax;Ccne1;Cse1l;Dut;Dclre1b;Pola2;Dscc1;Ncapd2;Trp53;Tubg1;Pold1;Lsm8;Eed;Prim2;Snrpb;Rfc2;Ipo7,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_COAGULATION,0.5396340110131496,2.2230258433308125,0.0,0.0,0.0,44/109,13.76%,Apoc1;Gng12;Ctsb;Olr1;Cd9;Ctse;Mmp10;Plek;Timp1;Mmp2;C3;Serpine1;Ctsl;Hpn;Lamp2;Lrp1;Mmp14;Pf4;Sh2b2;Mmp8;Serping1;Furin;Adam9;Ctsk;Gda;F10;Anxa1;C1qa;S100a1;Thbs1;C2;F9;Wdr1;Cfb;Mmp3;Ctsh;Tfpi2;Fbn1;Ang;Mmp11;Cpq;Arf4;Gnb2;Bmp1,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_MTORC1_SIGNALING,0.49476145675720984,2.1922155302571267,0.0,0.0,0.0,85/190,19.07%,Slc7a11;Gla;Got1;Cd9;Gga2;Cfp;Skap2;Glrx;Idh1;Egln3;Serp1;Mthfd2;Psat1;Pno1;Nfkbib;G6pdx;Tuba4a;Atp6v1d;Actr3;Etf1;Eif2s2;Slc1a5;Hspe1;Aurka;Pgm1;Itgb2;Tes;Plk1;Fgl2;Sord;Prdx1;Ccnf;Map2k3;Sdf2l1;Fkbp2;Eef1e1;Ifrd1;Rrm2;Ufm1;Cxcr4;Psmd14;Ctsc;Coro1a;Edem1;Gpi1;Actr2;Tpi1;Tmem97;Psme3;Ykt6;Nupr1;Calr;Uchl5;Aldoa;Pdap1;Ung;Ebp;Hk2;Hmbs;Gtf2h1;Phgdh;M6pr;Txnrd1;Ldha;Shmt2;Ube2d3;Slc37a4;Ppia;Sla;Asns;Nfyc;Psma4;Lgmn;Pdk1;Bub1;Tomm40;Ddit3;Sec11a;Igfbp5;Rab1a;Sqstm1;Mcm2;Psmb5;Nmt1;Ccng1,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_MYC_TARGETS_V2,0.5908352845196468,2.1867889821470143,0.0,0.0,0.0,42/57,31.64%,Npm1;Pus1;Nop16;Mrto4;Hspe1;Dctpp1;Gnl3;Plk1;Sord;Cdk4;Noc4l;Tmem97;Tbrg4;Exosc5;Mcm5;Ung;Grwd1;Hk2;Pes1;Tcof1;Dusp2;Rabepk;Farsa;Imp4;Nip7;Supv3l1;Rcl1;Rrp9;Aimp2;Pprc1;Srm;Wdr74;Ppan;Nop2;Wdr43;Pa2g4;Ddx18;Ipo4;Plk4;Bysl;Ndufaf4;Myc,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_GLYCOLYSIS,0.4947526937151981,2.181554881850203,0.0,0.0,0.0,73/184,19.24%,Cd44;Got1;Chst1;Gnpda1;Cln6;Slc25a10;Srd5a3;Tgfbi;Mif;Pgam1;Gusb;Glrx;Idh1;Egln3;Slc16a3;Cenpa;Pygl;Cdk1;Pgls;G6pdx;Txn1;Pdk3;Gmppa;Akr1a1;Col5a1;Kdelr3;Idua;Aurka;Xylt2;Bik;Galk2;Gys1;Gmppb;Kif20a;Chst12;B4galt1;Cxcr4;B4galt7;Egfr;Plod1;Tpi1;Gale;Lhpp;Pkm;Sdc1;Angptl4;Ppfia4;Ndufv3;Aldoa;Hk2;Chpf2;Ext2;Depdc1a;Hmmr;Ang;Ldha;Slc37a4;Ppia;Pfkfb1;Galk1;Slc25a13;Dcn;Alg1;Sdc3;Ugp2;Sdhc;Stc2;Mdh1;Agl;Taldo1;Hax1;Ier3;Chst2,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.47784529912455875,2.100728289294149,0.0,0.0,0.0,61/180,14.48%,Il18bp;Tnfaip2;Lgals3bp;Cd38;Slamf7;Bst2;Hif1a;Mthfd2;Sod2;Ptpn1;Epsti1;Serping1;Ccl5;Zbp1;Ccl7;Ptgs2;Tap1;Cd69;Lcp2;Il4ra;Casp4;Cxcl10;Nfkbia;Selp;Tnfaip3;Pim1;Psme1;B2m;Fgl2;Irf1;Lap3;Ripk2;Psmb8;Casp1;H2-Aa;Myd88;Ifnar2;Sp110;Ptpn6;Cfb;Irf8;Dhx58;Fcgr1;Vamp8;Cd74;Fpr1;Ogfr;Mvp;Itgb7;Cd86;Ptpn2;Eif4e3;Oas3;Vcam1;Nfkb1;Ciita;Psme2;Casp7;Cxcl9;Cmklr1;H2-DMa,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_APOPTOSIS,0.47503920721261594,2.0636247153492757,0.0,0.0,0.0,58/157,18.03%,Il1b;Cd44;Lgals3;Cd38;Hgf;Cd14;Psen2;Timp1;Mmp2;Gadd45b;Emp1;Gpx3;Tnf;Sat1;Sod2;Lum;Bcl2l11;Birc3;Anxa1;Hmox1;Bgn;Bax;Etf1;Dap;Tap1;Cd69;Casp4;Cdc25b;Bik;Ppt1;Gpx1;Vdac2;Rara;Irf1;Igfbp6;Bid;Rnasel;Hmgb2;Mgmt;Casp1;Bcl10;Tspo;Timp2;Tnfrsf12a;Plcb2;Ebp;Top2a;Igf2r;Ank;Casp7;Gpx4;Cflar;Pmaip1;Dcn;Bcap31;Ddit3;Ppp3r1;Sqstm1,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_G2M_CHECKPOINT,0.4498840542315637,1.9949455890225272,0.0,2.5315255885723405e-05,0.0004,94/194,27.33%,Cks2;Cks1b;Kif2c;Hif1a;Cenpa;H2az1;Cdk1;Cdkn3;E2f2;Incenp;Lmnb1;Aurka;Cdc25b;Cdkn2c;Ccnb2;Birc5;Tacc3;Smc4;Nusap1;Gins2;Mad2l1;Plk1;Jpt1;Ccnf;Dbf4;Ccna2;Racgap1;Cdk4;Cdc20;Aurkb;Ube2c;Snrpd1;E2f1;Pbk;Mcm5;Bcl3;Ndc80;Mcm3;Espl1;Stil;Cenpe;Kif22;E2f4;Fbxo5;Ttk;Hmmr;Tgfb1;Dtymk;Top2a;Smc2;Dr1;Atf5;Kif4;Ube2s;Mcm6;Mki67;Nup50;Mybl2;Cdc6;Bub1;Chmp1a;Top1;Ezh2;Hmga1b;Uck2;Katna1;Mcm2;Nek2;H2ax;Prc1;Kif15;Pola2;Marcks;Notch2;Mnat1;Hspa8;H2bc12;Knl1;Troap;Prim2;Kif23;Ncl;Sap30;Rad23b;Bard1;Cenpf;Pole;E2f3;Kif20b;Tpx2;Rad54l;Exo1;Cdc45;Hnrnpu,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_ANGIOGENESIS,0.6036742714612983,1.9876575901455076,0.0,2.3908852780960992e-05,0.0004,15/34,10.52%,Lpl;Spp1;S100a4;Olr1;Timp1;Postn;Pf4;Lum;Fstl1;Lrpap1;Tnfrsf21;Col5a2;Col3a1;Vav2;Pdgfa,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_ADIPOGENESIS,0.4436799518309615,1.9652763101227169,0.0,2.2650492108278835e-05,0.0004,97/196,27.98%,Lpl;Apoe;Plin2;Fabp4;Abca1;Sowahc;Rab34;C3;Ucp2;Gpx3;Slc25a10;Col15a1;Echs1;Idh1;Slc27a1;Atp1b3;Mrap;Pparg;Ak2;Cox8a;Cox7b;Cmpk1;Cd36;Tst;Slc1a5;Cdkn2c;Pgm1;Cd302;Esyt1;Tank;Uqcrq;Reep5;Ywhag;Tkt;Mtch2;Stat5a;Uqcr10;Orm1;Crat;Angptl4;Aldoa;Sdhb;Cyc1;Ndufs3;Cs;Dgat1;Gpx4;Ndufab1;Uqcr11;Phyh;Acads;Aldh2;Mrpl15;Ndufb7;Cox6a1;Abcb8;Sdhc;Coq3;Taldo1;Retn;Dhrs7b;Nmt1;Retsat;Ddt;Prdx3;Dnajc15;Scp2;Gadd45a;Ghitm;Coq9;Ccng2;Slc25a1;Samm50;Ndufa5;Pemt;Cat;Mdh2;Pfkfb3;Acadl;Grpel1;Etfb;Uqcrc1;Mgst3;Riok3;Idh3g;Acly;Stom;Dram2;Por;Sqor;Rtn3;Ltc4s;Acaa2;Pfkl;Lpcat3;Aifm1;Vegfb,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_IL2_STAT5_SIGNALING,0.42944253482830697,1.9033091950507028,0.0,0.00010758983751432447,0.002,57/194,13.88%,Spp1;Cst7;Gpr65;Plin2;Cd44;Gsto1;Enpp1;Cd83;Il3ra;P2rx4;Gadd45b;Emp1;Cd48;Ctsz;Tnfrsf8;Pus1;Furin;Tlr7;Ptger2;Tnfrsf1b;Rnh1;Capg;Batf;Tnfrsf21;Il4ra;S100a1;St3gal4;Slc1a5;Il10;Cxcl10;Lif;Anxa4;Selp;Pim1;Col6a1;Fgl2;Nfkbiz;Ckap4;Umps;Glipr2;Csf1;Irf8;Il1r2;Eef1akmt1;Myo1e;Cd86;Dhrs3;Galm;Hk2;Phlda1;Serpinb6a;Eno3;Itgav;Igf2r;Ecm1;Map3k8;Gpx4,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_DNA_REPAIR,0.43557719197265593,1.877696788254894,0.0,0.0001946863726449681,0.0038,85/146,31.53%,Aprt;Nme4;Nme1;Sdcbp;Pold4;Ada;Polr1d;Rfc5;Nt5c;Fen1;Mpg;Umps;Nudt21;Polr3c;Tyms;Polr2h;Gsdme;Hcls1;Polr1c;Ncbp2;Polr2g;Tarbp2;Gtf2h1;Polr2f;Gtf2h5;Ak1;Aaas;Gpx4;Nudt9;Lig1;Mpc2;Rfc4;Arl6ip1;Eif1b;Impdh2;Pole4;Tk2;Cant1;Edf1;Pde4b;Pcna;Polr2j;Cox17;Rbx1;Bcap31;Rad51;Dad1;Polr2k;Nelfe;Supt4a;Rae1;Snapc5;Tsg101;Dut;Mrpl40;Pola2;Surf1;Trp53;Srsf6;Polr2e;Pold1;Polr2i;Gtf2a2;Taf13;Sec61a1;Eloa;Rfc2;Gtf2f1;Rfc3;Gmpr2;Supt5;Adrm1;Gtf2b;Poll;Nt5c3;Rad52;Rnmt;Polr2a;Nme3;Polr3gl;Sac3d1;Taf12;Itpa;Clp1;Rpa3,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.4545500687472789,1.8659963029685989,0.0,0.0002738650409455532,0.0056,52/106,30.02%,Npm1;Cks1b;Nhp2;Serp1;Mthfd2;Psat1;Eif4ebp1;Lsm4;Atp6v0d1;Kdelr3;Rps14;Eif4a1;Eif2s1;Edem1;Spcs1;Exosc5;Eef2;Aldh18a1;Calr;Banf1;Tatdn2;Pdia5;Eif4e;Asns;Lsm1;Dcp2;Exosc2;Imp3;Sec11a;Shc1;Stc2;H2ax;Arfgap1;Srprb;Exosc1;Pdia6;Rrp9;Yif1a;Igfbp1;Zbtb17;Hspa9;Xbp1;Cebpg;Exosc4;Ssr1;Pop4;Eif4g1;Cebpb;Hsp90b1;Sec31a;Cnot2;Preb,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_XENOBIOTIC_METABOLISM,0.41939297671508646,1.8250452662419794,0.0,0.0005332713685492604,0.0112,63/167,22.42%,Apoe;Id2;Gsto1;Igf1;Abcc3;Serpine1;Acp2;Dcxr;Kynu;Papss2;Pgd;Idh1;Arg2;Cndp2;Ninj1;Arg1;F10;Hmox1;Hes6;Cd36;Fbln1;Npc1;Tmem176b;Slc1a5;Tkfc;Blvrb;Igfbp4;Angptl3;Abcd2;Comt;Gstm4;Cfb;Irf8;Cdo1;Tmem97;Pts;Tnfrsf1a;Ptgr1;Asl;Shmt2;Aqp9;Ssr3;Aldh2;Gart;Dhrs1;Reg1;Pycr1;Gcnt2;Nmt1;Retsat;Ddt;Slc35b1;Dhps;Cyp2s1;Upb1;Arpp19;Psmb10;Pemt;Cat;Igfbp1;Cyp27a1;Ugdh;Nfs1,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_KRAS_SIGNALING_UP,0.4136039743940189,1.824578858353062,0.0,0.0005110517281930412,0.0112,69/188,19.66%,Il1b;Spp1;Adam8;Id2;Gpnmb;Mmp10;C3ar1;Aldh1a2;Emp1;Fcer1g;Glrx;Plaur;F13a1;Csf2ra;Fuca1;Tmem176a;Birc3;Gypc;Arg1;Tnfrsf1b;Ptgs2;Il2rg;Prdm1;Slpi;Trib1;Tmem176b;Kcnn4;Dock2;Cxcl10;Lat2;Lif;Itgb2;Tnfaip3;Prelid3b;Map4k1;Psmb8;Mafb;Lcp1;Cxcr4;Tlr8;Cfb;Irf8;Usp12;Ctss;Angptl4;Akt2;Cbr4;Il7r;Ly96;Adam17;Ngf;Mmp11;Ank;Cmklr1;Cd37;Zfp277;Tor1aip2;Laptm5;Itgbl1;Atg10;Cpe;Scn1b;Galnt3;Retn;Pdcd1lg2;Mpzl2;Tnnt2;Clec4a3;Mmd,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_UV_RESPONSE_UP,0.41579484314443343,1.7893188665969988,0.0,0.0006713605860893846,0.0154,61/146,24.42%,Creg1;Grina;Ctsl;Gpx3;Mmp14;Ggh;Atp6v1c1;Sod2;Prkcd;Arrb2;Bcl2l11;Furin;Cxcl1;Tuba4a;Hmox1;Tap1;Atp6v1f;Slc6a8;Tst;Rrad;Nfkbia;Ppt1;Irf1;Bid;Fen1;Bak1;Mrpl23;Eif2s3x;Ddx21;Acaa1a;Cdo1;Polr2h;Ykt6;Ap2s1;Ppif;Aldoa;Pdap1;Junb;Dgat1;Rfc4;Asns;Sigmar1;Sqstm1;Parp2;Stard3;H2ax;Icam1;Ccne1;Cdk2;Lyn;Selenow;Nat2;Cdc34;Pole3;Grpel1;Klhdc3;Eif5;Btg1;Cyb5r1;Nxf1;Cebpg,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_P53_PATHWAY,0.389795165329402,1.7409883747746153,0.0,0.0011752120713103135,0.028,81/194,25.89%,Tnfsf9;Slc7a11;S100a4;Rap2b;Rps12;Dram1;Rack1;St14;Mapkapk3;Rpl18;Dcxr;Sat1;Ctsd;Osgin1;Cdkn2a;Sphk1;Fuca1;Ninj1;Ptpre;Hmox1;Rpl36;Bax;Ada;Tap1;Rrad;Apaf1;Gm2a;H2aj;Lif;Hint1;Rps27l;Plxnb2;Bak1;Casp1;Pvt1;Rhbdf2;Rxra;S100a10;Pdgfa;Nupr1;Vamp8;Pidd1;Sdc1;Triap1;Vdr;Fgf13;Tgfb1;Ak1;Ldhb;Hdac3;Rrp8;Mdm2;Pcna;Cebpa;Ddit3;Wwp1;Cdk5r1;Retsat;Ccng1;Tcn2;Ier3;Foxo3;Phlda3;Trafd1;Gadd45a;Procr;Iscu;Trp53;Vwa5a;Fam162a;Sec61a1;Ppp1r15a;Il1a;Btg1;Ankra2;Steap3;H1f2;Abhd4;Rad9a;Rab40c;Stom,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_PROTEIN_SECRETION,0.4312898487132925,1.7305185044012694,0.0002632964718272775,0.0012910780501718935,0.032,46/93,29.48%,Cd63;Gla;Abca1;Clta;Lamp2;Cln5;Tpd52;Ppt1;Galc;Cltc;Ctsc;Egfr;Ap3s1;Rab9;Ykt6;Ap2s1;Napa;Rab14;Stx7;M6pr;Igf2r;Snx2;Ergic3;Vps4b;Tmed10;Scamp3;Snap23;Anp32e;Rer1;Atp6v1h;Tsg101;Bnip3;Cope;Cog2;Vamp4;Ap3b1;Ap2m1;Vps45;Mapk1;Tmx1;Arf1;Bet1;Rab5a;Sec31a;Gnas;Arfgef2,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_PEROXISOME,0.4259162421130487,1.705203958963325,0.0010346611484738748,0.0017368073770169517,0.0446,32/92,20.17%,Scgb1a1;Pabpc1;Prdx5;Cln6;Idh1;Sod2;Nudt19;Slc23a2;Slc35b2;Prdx1;Cln8;Abcd2;Bcl10;Tspo;Cadm1;Acaa1a;Itgb1bp1;Crat;Sult2b1;Mvp;Hmgcl;Dhrs3;Top2a;Acsl5;Fis1;Vps4b;Abcd1;Ywhah;Retsat;Acot8;Scp2;Slc25a19,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_UV_RESPONSE_DN,-0.3308155616016909,-1.694721406042386,0.001176470588235294,0.013813861701915602,0.0194,41/144,12.03%,Snai2;Mgll;Pik3r3;Adgrl2;Dlc1;Slc7a1;Plcb4;Nfib;Ptprm;Cav1;Akt3;Syne1;Id1;Grk5;Ica1;Prkce;Tgfbr3;Add3;Sdc2;Rgs4;Igf1r;Ccn1;Atxn1;Kalrn;Atp2b4;Cdc42bpa;Acvr2a;Prdm2;Pdlim5;Magi2;Tjp1;Apbb2;Lpar1;Ptpn21;Dlg1;Vldlr;Gja1;Ldlr;Atrx;Ddah1;Erbb2,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.4134149763087714,1.662542602961455,0.003384535277271544,0.002990255484018811,0.0768,22/91,11.42%,Lgals3bp;Bst2;Ccrl2;Epsti1;Gmpr;Tap1;Mvb12a;Il4ra;Cxcl10;Psme1;B2m;Irf1;Lap3;Ripk2;Psmb8;Casp1;Csf1;Ifitm1;Sp110;Dhx58;Cd74;Ogfr,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.42765185635030795,1.644327363035958,0.004629629629629629,0.0034428748004583826,0.0896,20/69,18.06%,Lpl;Cxcl16;Lgals3;Fabp5;Cd9;Gusb;Plaur;Pparg;Pdk3;Ethe1;Tmem97;Tnfrsf12a;Ebp;Actg1;Atf5;Anxa5;S100a11;Lgmn;Cpeb2;Mvd,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.3942572489386689,1.6016634473564118,0.0036591740721380033,0.00524760755876318,0.1398,50/101,27.89%,Cdk1;Nfkbib;Cfl1;Il2rg;Actr3;Pfn1;Arpc3;Map2k3;Cdk4;Cltc;Myd88;Cxcr4;Egfr;E2f1;Irak4;Actr2;Csnk2b;Ywhab;Tnfrsf1a;Calr;Arhgdia;Ngf;Akt1s1;Ube2d3;Atf1;Eif4e;Sla;Vav3;Prkcb;Pdk1;Ddit3;Grb2;Sqstm1;Ppp1ca;Rac1;Cdk2;Pin1;Cab39;Ppp2r1b;Ap2m1;Grk2;Mknk1;Pikfyve;Traf2;Lck;Mapk1;Arf1;Ube2n;Akt1;Mknk2,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_ESTROGEN_RESPONSE_LATE,0.3441303317295466,1.5094736703714473,0.004009433962264151,0.013522697702581655,0.3294,49/178,17.04%,Id2;Cd44;Gla;Fabp5;Cd9;Myof;Nab2;Cxcl14;St14;Slc2a8;Dcxr;Impa2;Papss2;Aldh3b1;Snx10;Batf;Trim29;Anxa9;Tst;Krt19;Gins2;Blvrb;Sord;Igfbp4;Fkbp5;Kif20a;Opn3;Cdc20;S100a9;Areg;Ptpn6;Cox6c;Gale;Ppif;Tjp3;Sult2b1;Stil;Tfpi2;Rnaseh2a;Top2a;Ass1;Jak1;Ltf;Gjb3;Slc29a1;Mapk13;Cdc6;Dusp2;Cpe,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.368894332127335,-1.4718485129860996,0.02569043031470777,0.04611597265134451,0.1254,11/40,9.08%,Tcf7;Lef1;Dll1;Axin2;Ccnd2;Jag2;Numb;Notch1;Ptch1;Hey1;Nkd1,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_HEME_METABOLISM,0.3250448784084575,1.4258059984222982,0.011344835736232569,0.03103151737761637,0.6026,34/175,13.04%,Slc7a11;Ctsb;Acp5;Ctse;Hebp1;Mpp1;C3;Ucp2;Lamp2;Sdcbp;Gde1;Htatip2;Blvra;Ell2;Mocos;E2f2;Gypc;Pgls;Slc11a2;Tent5c;Slc6a8;Blvrb;Adipor1;Pdzk1ip1;Map2k3;Ctns;Tmem9b;Htra2;Ackr1;Nfe2;Prdx2;Hmbs;Slc10a3;Optn,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_HEDGEHOG_SIGNALING,-0.3667350550897638,-1.4013454908345029,0.056797583081571,0.056557763735789135,0.2172,7/34,10.24%,Amot;Nkx6-1;Adgrg1;Celsr1;Ptch1;Hey1;Vldlr,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_HYPOXIA,0.31530034539473045,1.3921869048028301,0.020599250936329586,0.041352470489329184,0.7096,55/189,19.49%,Plin2;S100a4;Serpine1;Prdx5;Gaa;Tgfbi;Tpd52;Mif;Glrx;Plaur;Sdc4;Hmox1;Bgn;Pdk3;Hexa;Col5a1;Kdelr3;Pgm1;Tnfaip3;Tes;Pim1;Gys1;Plac8;Nagk;Cxcr4;Fosl2;Egfr;Gpi1;Tpi1;Sult2b1;Angptl4;Ppfia4;Aldoa;Hk2;Srpx;Tgfb3;Eno3;Ldha;Ilvbl;Slc37a4;Stbd1;Lox;Galk1;Dcn;Pdk1;Ddit3;Sdc3;Ugp2;Vhl;Anxa2;Stc2;Gcnt2;Ier3;Chst2;Foxo3,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_MYOGENESIS,0.30478302790399303,1.3439929628711882,0.03673373888628919,0.06157212701176911,0.8404,36/182,13.17%,Fabp3;Igf1;Tnni2;Fkbp1b;Cox6a2;Psen2;Speg;Gadd45b;Gaa;Gpx3;Col15a1;Ryr1;Sphk1;Col6a3;Tnnt1;Cd36;Slc6a8;Col6a2;Lsp1;Plxnb2;Ocel1;Mybpc3;Myoz1;Itgb5;Ifrd1;Col1a1;Col3a1;Ckm;Crat;Bin1;Ppfia4;Akt2;Fst;Eno3;Tgfb1;Ak1,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_PANCREAS_BETA_CELLS,-0.3694125574031083,-1.3199163769590265,0.11166945840312674,0.08187154902625232,0.3716,8/27,12.82%,Pklr;Akt3;Nkx6-1;Foxo1;Stxbp1;Pcsk2;Elp4;Dpp4,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_BILE_ACID_METABOLISM,0.3086244546288692,1.2517280938495565,0.12416280267903143,0.1275597067996221,0.977,29/97,22.53%,Ch25h;Paox;Abca1;Prdx5;Bcar3;Idh1;Npc1;Slc23a2;Slc35b2;Abcd2;Rxra;Sult2b1;Optn;Soat2;Pecr;Aqp9;Acsl5;Rbp1;Slc29a1;Pex16;Pex7;Phyh;Abcd1;Pex12;Retsat;Scp2;Cat;Cyp27a1;Pex11g,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_FATTY_ACID_METABOLISM,0.2918851810158015,1.244597788267171,0.10250122609122118,0.13089321475323787,0.9806,42/142,23.58%,Lgals1;Mif;Echs1;Idh1;H2az1;Blvra;Apex1;Cd36;Erp29;Psme1;Cryz;Suclg2;Acss1;Acaa1a;S100a10;Pts;Crat;Ostc;Hsd17b10;Sdhd;Aldoa;Hmgcl;Xist;Eno3;Ldha;Acsl5;Acads;Cbr3;Sdhc;Ywhah;Mdh1;Retsat;Acot8;Idh3b;Metap1;Ugdh;Mdh2;Acadl;Ncaph2;Mcee;Gstz1;Ube2l6,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_APICAL_SURFACE,-0.30663913907144746,-1.2106406978840731,0.17097170971709716,0.15013853728546656,0.643,9/39,10.60%,Afap1l2;Cx3cl1;Mal;Crocc;App;Ntng1;Adipor2;Tmem8b;Ephb4,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_TGF_BETA_SIGNALING,0.32593707714369324,1.1940390221648718,0.20934158694428812,0.1834576608310044,0.9974,15/53,19.04%,Id2;Tgif1;Serpine1;Bcar3;Ifngr2;Furin;Thbs1;Ltbp2;Junb;Tgfb1;Ube2d3;Skil;Ppp1ca;Tgfbr1;Rhoa,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.21429645418105286,-1.139142868416692,0.13580246913580246,0.21171952345831588,0.8218,35/183,13.20%,Slc1a1;Tiam1;Ablim1;Cbfa2t3;Dlc1;Podxl;Flnb;Mast4;Cxcl12;Scnn1a;Slc2a1;Npy1r;Myb;Reep1;Add3;Pdlim3;Prss23;Slc16a1;Igf1r;Tpd52l1;Tbc1d30;Ret;Kazn;Celsr1;Mindy1;Foxc1;Wwc1;Il6st;Gja1;Rapgefl1;Hspb8;Krt8;Abhd2;Pgr;Elf3,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_ANDROGEN_RESPONSE,0.25959238401568985,1.043457262751855,0.39348500517063084,0.4241081046263374,1.0,20/91,16.67%,Tnfaip8;Tpd52;Sat1;Hsd17b14;Ell2;Camkk2;Krt19;B2m;Sord;Ube2i;Fkbp5;Ptk2b;B4galt1;Cenpn;Itgav;Ank;Ube2j1;Cdk6;Srp19;Tmem50a,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_APICAL_JUNCTION,0.23332737067171383,1.028925281895113,0.412861136999068,0.4421458167569921,1.0,62/185,26.41%,Mmp2;Speg;Tgfbi;Zyx;Arpc2;Skap2;Ldlrap1;Cercam;Epb41l2;Adam9;Rac2;Nectin2;Pfn1;Msn;Thy1;Actg2;Madcam1;B4galt1;Sirpa;Egfr;Nectin4;Syk;Vav2;Crat;Actb;Akt2;Cd86;Fbn1;Vcam1;Actg1;Atp1a3;Bmp1;Gamt;Ptprc;Evl;Tspan4;Mapk13;Nrap;Sdc3;Ywhah;Shc1;Mvd;Mpzl2;Icam1;Rhof;Tubg1;Stx4a;Vasp;Pbx2;Arhgef6;Cdsn;Fscn1;Inppl1;Wnk4;Mmp9;Ikbkg;Gnai2;Gtf2f1;Cap1;Lamb3;Mdk;Tial1,18747,16
GSE162610,injury_d7_vs_uninjured,endpoint,HALLMARK_NOTCH_SIGNALING,0.30380327597696627,0.9904232300654928,0.4806944028733912,0.50979213985141,1.0,12/31,25.73%,Psen2;Dtx4;Fzd7;Wnt2;Psenen;Rbx1;Dtx2;Kat2a;Aph1a;Notch2;Sap30;Arrb1,18747,16
